f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,m0,m1,m2,m3
30.9,0.0,30.9,30.9,87.4,0.0,87.4,87.4,0.333727,0.0,0.333727,0.333727,100.0,0.0,100.0,100.0,1,1,1,1
31.0,0.0,31.0,31.0,85.4,0.0,85.4,85.4,1.056148,0.003844,1.049327,1.0608,100.0,0.0,100.0,100.0,1,1,1,1
31.0,0.0,31.0,31.0,84.5,0.0,84.5,84.5,0.290816,0.0,0.290816,0.290816,0.0,0.0,0.0,0.0,1,1,1,1
31.0,0.0,31.0,31.0,85.4,0.0,85.4,85.4,1.056148,0.003844,1.049327,1.0608,88.0,20.78461,64.0,100.0,1,1,1,1
31.1,0.0,31.1,31.1,84.7,0.0,84.7,84.7,1.056148,0.003844,1.049327,1.0608,88.0,20.78461,64.0,100.0,1,1,1,1
30.9,0.0,30.9,30.9,86.7,0.0,86.7,86.7,2.399741,0.738473,1.461687,3.269048,67.25,47.154887,0.0,100.0,1,1,1,1
30.9,0.0,30.9,30.9,86.7,0.0,86.7,86.7,2.399741,0.738473,1.461687,3.269048,88.0,20.78461,64.0,100.0,1,1,1,1
30.9,0.0,30.9,30.9,86.7,0.0,86.7,86.7,2.399741,0.738473,1.461687,3.269048,13.5,27.0,0.0,54.0,1,1,1,1
30.9,0.0,30.9,30.9,86.7,0.0,86.7,86.7,1.056148,0.003844,1.049327,1.0608,0.0,0.0,0.0,0.0,1,1,1,1
30.9,0.0,30.9,30.9,86.7,0.0,86.7,86.7,1.056148,0.003844,1.049327,1.0608,21.0,36.373067,0.0,63.0,1,1,1,1
30.9,0.0,30.9,30.9,86.7,0.0,86.7,86.7,1.056148,0.003844,1.049327,1.0608,100.0,0.0,100.0,100.0,1,1,1,1
30.9,0.0,30.9,30.9,86.7,0.0,86.7,86.7,1.056148,0.003844,1.049327,1.0608,67.25,47.154887,0.0,100.0,1,1,1,1
30.9,0.0,30.9,30.9,86.7,0.0,86.7,86.7,1.056148,0.003844,1.049327,1.0608,88.0,20.78461,64.0,100.0,1,1,1,1
30.9,0.0,30.9,30.9,86.7,0.0,86.7,86.7,1.056148,0.003844,1.049327,1.0608,13.5,27.0,0.0,54.0,1,1,1,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.290816,0.0,0.290816,0.290816,0.0,0.0,0.0,0.0,1,1,1,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.290816,0.0,0.290816,0.290816,100.0,0.0,100.0,100.0,1,1,1,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.290816,0.0,0.290816,0.290816,67.25,47.154887,0.0,100.0,1,1,1,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.290816,0.0,0.290816,0.290816,88.0,20.78461,64.0,100.0,1,1,1,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.290816,0.0,0.290816,0.290816,13.5,27.0,0.0,54.0,1,1,1,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333727,0.0,0.333727,0.333727,0.0,0.0,0.0,0.0,1,1,1,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333727,0.0,0.333727,0.333727,21.0,36.373067,0.0,63.0,1,1,1,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333727,0.0,0.333727,0.333727,100.0,0.0,100.0,100.0,1,1,1,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333727,0.0,0.333727,0.333727,67.25,47.154887,0.0,100.0,1,1,1,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333727,0.0,0.333727,0.333727,88.0,20.78461,64.0,100.0,1,1,1,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333727,0.0,0.333727,0.333727,13.5,27.0,0.0,54.0,1,1,1,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.359362,0.0,0.359362,0.359362,0.0,0.0,0.0,0.0,1,1,1,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.359362,0.0,0.359362,0.359362,21.0,36.373067,0.0,63.0,1,1,1,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.359362,0.0,0.359362,0.359362,100.0,0.0,100.0,100.0,1,1,1,1
30.9,0.0,30.9,30.9,86.7,0.0,86.7,86.7,2.399741,0.738473,1.461687,3.269048,100.0,0.0,100.0,100.0,1,1,1,1
30.9,0.0,30.9,30.9,86.7,0.0,86.7,86.7,2.399741,0.738473,1.461687,3.269048,21.0,36.373067,0.0,63.0,1,1,1,1
30.9,0.0,30.9,30.9,86.7,0.0,86.7,86.7,2.399741,0.738473,1.461687,3.269048,0.0,0.0,0.0,0.0,1,1,1,1
30.9,0.0,30.9,30.9,86.7,0.0,86.7,86.7,1.154371,0.447606,0.711539,1.866873,13.5,27.0,0.0,54.0,1,1,1,1
31.1,0.0,31.1,31.1,84.7,0.0,84.7,84.7,1.056148,0.003844,1.049327,1.0608,13.5,27.0,0.0,54.0,1,1,1,1
30.9,0.0,30.9,30.9,86.7,0.0,86.7,86.7,0.290816,0.0,0.290816,0.290816,0.0,0.0,0.0,0.0,1,1,1,1
30.9,0.0,30.9,30.9,86.7,0.0,86.7,86.7,0.290816,0.0,0.290816,0.290816,21.0,36.373067,0.0,63.0,1,1,1,1
30.9,0.0,30.9,30.9,86.7,0.0,86.7,86.7,0.290816,0.0,0.290816,0.290816,100.0,0.0,100.0,100.0,1,1,1,1
30.9,0.0,30.9,30.9,86.7,0.0,86.7,86.7,0.290816,0.0,0.290816,0.290816,67.25,47.154887,0.0,100.0,1,1,1,1
30.9,0.0,30.9,30.9,86.7,0.0,86.7,86.7,0.290816,0.0,0.290816,0.290816,88.0,20.78461,64.0,100.0,1,1,1,1
30.9,0.0,30.9,30.9,86.7,0.0,86.7,86.7,0.290816,0.0,0.290816,0.290816,13.5,27.0,0.0,54.0,1,1,1,1
30.9,0.0,30.9,30.9,86.7,0.0,86.7,86.7,0.333727,0.0,0.333727,0.333727,0.0,0.0,0.0,0.0,1,1,1,1
30.9,0.0,30.9,30.9,86.7,0.0,86.7,86.7,0.333727,0.0,0.333727,0.333727,21.0,36.373067,0.0,63.0,1,1,1,1
30.9,0.0,30.9,30.9,86.7,0.0,86.7,86.7,0.333727,0.0,0.333727,0.333727,100.0,0.0,100.0,100.0,1,1,1,1
30.9,0.0,30.9,30.9,86.7,0.0,86.7,86.7,0.333727,0.0,0.333727,0.333727,67.25,47.154887,0.0,100.0,1,1,1,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.359362,0.0,0.359362,0.359362,67.25,47.154887,0.0,100.0,1,1,1,1
30.9,0.0,30.9,30.9,86.7,0.0,86.7,86.7,0.333727,0.0,0.333727,0.333727,88.0,20.78461,64.0,100.0,1,1,1,1
30.9,0.0,30.9,30.9,86.7,0.0,86.7,86.7,0.359362,0.0,0.359362,0.359362,0.0,0.0,0.0,0.0,1,1,1,1
30.9,0.0,30.9,30.9,86.7,0.0,86.7,86.7,0.359362,0.0,0.359362,0.359362,21.0,36.373067,0.0,63.0,1,1,1,1
30.9,0.0,30.9,30.9,86.7,0.0,86.7,86.7,0.359362,0.0,0.359362,0.359362,100.0,0.0,100.0,100.0,1,1,1,1
30.9,0.0,30.9,30.9,86.7,0.0,86.7,86.7,0.359362,0.0,0.359362,0.359362,67.25,47.154887,0.0,100.0,1,1,1,1
30.9,0.0,30.9,30.9,86.7,0.0,86.7,86.7,0.359362,0.0,0.359362,0.359362,88.0,20.78461,64.0,100.0,1,1,1,1
30.9,0.0,30.9,30.9,86.7,0.0,86.7,86.7,0.359362,0.0,0.359362,0.359362,13.5,27.0,0.0,54.0,1,1,1,1
30.9,0.0,30.9,30.9,86.7,0.0,86.7,86.7,1.154371,0.447606,0.711539,1.866873,0.0,0.0,0.0,0.0,1,1,1,1
30.9,0.0,30.9,30.9,86.7,0.0,86.7,86.7,1.154371,0.447606,0.711539,1.866873,21.0,36.373067,0.0,63.0,1,1,1,1
30.9,0.0,30.9,30.9,86.7,0.0,86.7,86.7,1.154371,0.447606,0.711539,1.866873,100.0,0.0,100.0,100.0,1,1,1,1
30.9,0.0,30.9,30.9,86.7,0.0,86.7,86.7,1.154371,0.447606,0.711539,1.866873,67.25,47.154887,0.0,100.0,1,1,1,1
30.9,0.0,30.9,30.9,86.7,0.0,86.7,86.7,1.154371,0.447606,0.711539,1.866873,88.0,20.78461,64.0,100.0,1,1,1,1
30.9,0.0,30.9,30.9,86.7,0.0,86.7,86.7,0.333727,0.0,0.333727,0.333727,13.5,27.0,0.0,54.0,1,1,1,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.359362,0.0,0.359362,0.359362,88.0,20.78461,64.0,100.0,1,1,1,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.290816,0.0,0.290816,0.290816,21.0,36.373067,0.0,63.0,1,1,1,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.154371,0.447606,0.711539,1.866873,0.0,0.0,0.0,0.0,1,1,1,1
31.1,0.0,31.1,31.1,84.7,0.0,84.7,84.7,0.333727,0.0,0.333727,0.333727,88.0,20.78461,64.0,100.0,1,1,1,1
31.1,0.0,31.1,31.1,84.7,0.0,84.7,84.7,0.333727,0.0,0.333727,0.333727,13.5,27.0,0.0,54.0,1,1,1,1
31.1,0.0,31.1,31.1,84.7,0.0,84.7,84.7,0.359362,0.0,0.359362,0.359362,0.0,0.0,0.0,0.0,1,1,1,1
31.1,0.0,31.1,31.1,84.7,0.0,84.7,84.7,0.359362,0.0,0.359362,0.359362,21.0,36.373067,0.0,63.0,1,1,1,1
31.1,0.0,31.1,31.1,84.7,0.0,84.7,84.7,0.359362,0.0,0.359362,0.359362,100.0,0.0,100.0,100.0,1,1,1,1
31.1,0.0,31.1,31.1,84.7,0.0,84.7,84.7,0.359362,0.0,0.359362,0.359362,67.25,47.154887,0.0,100.0,1,1,1,1
31.1,0.0,31.1,31.1,84.7,0.0,84.7,84.7,0.359362,0.0,0.359362,0.359362,88.0,20.78461,64.0,100.0,1,1,1,1
31.1,0.0,31.1,31.1,84.7,0.0,84.7,84.7,0.359362,0.0,0.359362,0.359362,13.5,27.0,0.0,54.0,1,1,1,1
31.1,0.0,31.1,31.1,84.7,0.0,84.7,84.7,1.154371,0.447606,0.711539,1.866873,0.0,0.0,0.0,0.0,1,1,1,1
31.1,0.0,31.1,31.1,84.7,0.0,84.7,84.7,1.154371,0.447606,0.711539,1.866873,21.0,36.373067,0.0,63.0,1,1,1,1
31.1,0.0,31.1,31.1,84.7,0.0,84.7,84.7,1.154371,0.447606,0.711539,1.866873,100.0,0.0,100.0,100.0,1,1,1,1
31.1,0.0,31.1,31.1,84.7,0.0,84.7,84.7,0.333727,0.0,0.333727,0.333727,67.25,47.154887,0.0,100.0,1,1,1,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.359362,0.0,0.359362,0.359362,13.5,27.0,0.0,54.0,1,1,1,1
31.1,0.0,31.1,31.1,84.7,0.0,84.7,84.7,1.154371,0.447606,0.711539,1.866873,13.5,27.0,0.0,54.0,1,1,1,1
31.1,0.0,31.1,31.1,84.7,0.0,84.7,84.7,2.399741,0.738473,1.461687,3.269048,0.0,0.0,0.0,0.0,1,1,1,1
31.1,0.0,31.1,31.1,84.7,0.0,84.7,84.7,2.399741,0.738473,1.461687,3.269048,21.0,36.373067,0.0,63.0,1,1,1,1
31.1,0.0,31.1,31.1,84.7,0.0,84.7,84.7,2.399741,0.738473,1.461687,3.269048,100.0,0.0,100.0,100.0,1,1,1,1
31.1,0.0,31.1,31.1,84.7,0.0,84.7,84.7,2.399741,0.738473,1.461687,3.269048,67.25,47.154887,0.0,100.0,1,1,1,1
31.1,0.0,31.1,31.1,84.7,0.0,84.7,84.7,2.399741,0.738473,1.461687,3.269048,88.0,20.78461,64.0,100.0,1,1,1,1
31.1,0.0,31.1,31.1,84.7,0.0,84.7,84.7,2.399741,0.738473,1.461687,3.269048,13.5,27.0,0.0,54.0,1,1,1,1
31.1,0.0,31.1,31.1,84.7,0.0,84.7,84.7,1.056148,0.003844,1.049327,1.0608,0.0,0.0,0.0,0.0,1,1,1,1
31.1,0.0,31.1,31.1,84.7,0.0,84.7,84.7,1.056148,0.003844,1.049327,1.0608,21.0,36.373067,0.0,63.0,1,1,1,1
31.1,0.0,31.1,31.1,84.7,0.0,84.7,84.7,1.056148,0.003844,1.049327,1.0608,100.0,0.0,100.0,100.0,1,1,1,1
31.1,0.0,31.1,31.1,84.7,0.0,84.7,84.7,1.056148,0.003844,1.049327,1.0608,67.25,47.154887,0.0,100.0,1,1,1,1
31.1,0.0,31.1,31.1,84.7,0.0,84.7,84.7,1.154371,0.447606,0.711539,1.866873,88.0,20.78461,64.0,100.0,1,1,1,1
31.1,0.0,31.1,31.1,84.7,0.0,84.7,84.7,0.333727,0.0,0.333727,0.333727,100.0,0.0,100.0,100.0,1,1,1,1
31.1,0.0,31.1,31.1,84.7,0.0,84.7,84.7,1.154371,0.447606,0.711539,1.866873,67.25,47.154887,0.0,100.0,1,1,1,1
31.1,0.0,31.1,31.1,84.7,0.0,84.7,84.7,0.333727,0.0,0.333727,0.333727,0.0,0.0,0.0,0.0,1,1,1,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.154371,0.447606,0.711539,1.866873,21.0,36.373067,0.0,63.0,1,1,1,1
31.1,0.0,31.1,31.1,84.7,0.0,84.7,84.7,0.333727,0.0,0.333727,0.333727,21.0,36.373067,0.0,63.0,1,1,1,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.154371,0.447606,0.711539,1.866873,100.0,0.0,100.0,100.0,1,1,1,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.154371,0.447606,0.711539,1.866873,67.25,47.154887,0.0,100.0,1,1,1,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.154371,0.447606,0.711539,1.866873,88.0,20.78461,64.0,100.0,1,1,1,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.154371,0.447606,0.711539,1.866873,13.5,27.0,0.0,54.0,1,1,1,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.399741,0.738473,1.461687,3.269048,0.0,0.0,0.0,0.0,1,1,1,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.399741,0.738473,1.461687,3.269048,100.0,0.0,100.0,100.0,1,1,1,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.399741,0.738473,1.461687,3.269048,67.25,47.154887,0.0,100.0,1,1,1,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.399741,0.738473,1.461687,3.269048,88.0,20.78461,64.0,100.0,1,1,1,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.399741,0.738473,1.461687,3.269048,13.5,27.0,0.0,54.0,1,1,1,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.056148,0.003844,1.049327,1.0608,0.0,0.0,0.0,0.0,1,1,1,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.399741,0.738473,1.461687,3.269048,21.0,36.373067,0.0,63.0,1,1,1,1
31.1,0.0,31.1,31.1,84.7,0.0,84.7,84.7,0.290816,0.0,0.290816,0.290816,21.0,36.373067,0.0,63.0,1,1,1,1
31.1,0.0,31.1,31.1,84.7,0.0,84.7,84.7,0.290816,0.0,0.290816,0.290816,88.0,20.78461,64.0,100.0,1,1,1,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.056148,0.003844,1.049327,1.0608,21.0,36.373067,0.0,63.0,1,1,1,1
31.1,0.0,31.1,31.1,84.7,0.0,84.7,84.7,0.290816,0.0,0.290816,0.290816,67.25,47.154887,0.0,100.0,1,1,1,1
31.1,0.0,31.1,31.1,84.7,0.0,84.7,84.7,0.290816,0.0,0.290816,0.290816,100.0,0.0,100.0,100.0,1,1,1,1
31.1,0.0,31.1,31.1,84.7,0.0,84.7,84.7,0.290816,0.0,0.290816,0.290816,0.0,0.0,0.0,0.0,1,1,1,1
31.1,0.0,31.1,31.1,84.7,0.0,84.7,84.7,0.290816,0.0,0.290816,0.290816,13.5,27.0,0.0,54.0,1,1,1,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.056148,0.003844,1.049327,1.0608,88.0,20.78461,64.0,100.0,1,1,1,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.056148,0.003844,1.049327,1.0608,67.25,47.154887,0.0,100.0,1,1,1,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.056148,0.003844,1.049327,1.0608,100.0,0.0,100.0,100.0,1,1,1,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.056148,0.003844,1.049327,1.0608,13.5,27.0,0.0,54.0,1,1,1,1
31.0,0.0,31.0,31.0,85.3,0.0,85.3,85.3,1.047414,0.024646,0.999432,1.064519,100.0,0.0,100.0,100.0,1,1,1,1
31.0,0.0,31.0,31.0,85.3,0.0,85.3,85.3,2.115687,0.261242,1.786169,2.451034,84.0,23.10844,51.0,100.0,1,1,1,1
31.0,0.0,31.0,31.0,85.3,0.0,85.3,85.3,1.047414,0.024646,0.999432,1.064519,91.25,17.5,65.0,100.0,1,1,1,1
31.0,0.0,31.0,31.0,85.3,0.0,85.3,85.3,1.047414,0.024646,0.999432,1.064519,84.0,23.10844,51.0,100.0,1,1,1,1
31.0,0.0,31.0,31.0,85.3,0.0,85.3,85.3,2.115687,0.261242,1.786169,2.451034,100.0,0.0,100.0,100.0,1,1,1,1
31.0,0.0,31.0,31.0,85.3,0.0,85.3,85.3,0.333727,0.0,0.333727,0.333727,100.0,0.0,100.0,100.0,1,1,1,1
31.0,0.0,31.0,31.0,85.3,0.0,85.3,85.3,0.359362,0.0,0.359362,0.359362,100.0,0.0,100.0,100.0,1,1,1,1
31.0,0.0,31.0,31.0,85.3,0.0,85.3,85.3,0.359362,0.0,0.359362,0.359362,100.0,0.0,100.0,100.0,1,1,1,1
31.0,0.0,31.0,31.0,85.3,0.0,85.3,85.3,0.359362,0.0,0.359362,0.359362,84.0,23.10844,51.0,100.0,1,1,1,1
31.0,0.0,31.0,31.0,85.3,0.0,85.3,85.3,0.359362,0.0,0.359362,0.359362,91.25,17.5,65.0,100.0,1,1,1,1
31.0,0.0,31.0,31.0,85.3,0.0,85.3,85.3,1.047414,0.024646,0.999432,1.064519,100.0,0.0,100.0,100.0,1,1,1,1
31.0,0.0,31.0,31.0,85.3,0.0,85.3,85.3,0.333727,0.0,0.333727,0.333727,84.0,23.10844,51.0,100.0,1,1,1,1
31.0,0.0,31.0,31.0,85.3,0.0,85.3,85.3,2.115687,0.261242,1.786169,2.451034,100.0,0.0,100.0,100.0,1,1,1,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333727,0.0,0.333727,0.333727,91.25,17.5,65.0,100.0,1,1,1,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.047414,0.024646,0.999432,1.064519,91.25,17.5,65.0,100.0,1,1,1,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333727,0.0,0.333727,0.333727,84.0,23.10844,51.0,100.0,1,1,1,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333727,0.0,0.333727,0.333727,100.0,0.0,100.0,100.0,1,1,1,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.359362,0.0,0.359362,0.359362,91.25,17.5,65.0,100.0,1,1,1,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.359362,0.0,0.359362,0.359362,100.0,0.0,100.0,100.0,1,1,1,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.359362,0.0,0.359362,0.359362,84.0,23.10844,51.0,100.0,1,1,1,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.359362,0.0,0.359362,0.359362,100.0,0.0,100.0,100.0,1,1,1,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.115687,0.261242,1.786169,2.451034,91.25,17.5,65.0,100.0,1,1,1,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.115687,0.261242,1.786169,2.451034,100.0,0.0,100.0,100.0,1,1,1,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.115687,0.261242,1.786169,2.451034,84.0,23.10844,51.0,100.0,1,1,1,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.115687,0.261242,1.786169,2.451034,100.0,0.0,100.0,100.0,1,1,1,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.047414,0.024646,0.999432,1.064519,100.0,0.0,100.0,100.0,1,1,1,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.047414,0.024646,0.999432,1.064519,84.0,23.10844,51.0,100.0,1,1,1,1
31.0,0.0,31.0,31.0,85.3,0.0,85.3,85.3,0.333727,0.0,0.333727,0.333727,100.0,0.0,100.0,100.0,1,1,1,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.047414,0.024646,0.999432,1.064519,100.0,0.0,100.0,100.0,1,1,1,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333727,0.0,0.333727,0.333727,100.0,0.0,100.0,100.0,1,1,1,1
31.0,0.0,31.0,31.0,85.3,0.0,85.3,85.3,0.333727,0.0,0.333727,0.333727,91.25,17.5,65.0,100.0,1,1,1,1
31.0,0.0,31.0,31.0,85.3,0.0,85.3,85.3,2.115687,0.261242,1.786169,2.451034,91.25,17.5,65.0,100.0,1,1,1,1
31.0,0.0,31.0,31.0,84.6,0.0,84.6,84.6,1.047414,0.024646,0.999432,1.064519,84.0,23.10844,51.0,100.0,1,1,1,1
31.0,0.0,31.0,31.0,84.6,0.0,84.6,84.6,1.047414,0.024646,0.999432,1.064519,100.0,0.0,100.0,100.0,1,1,1,1
31.1,0.0,31.1,31.1,85.6,0.0,85.6,85.6,0.333727,0.0,0.333727,0.333727,91.25,17.5,65.0,100.0,1,1,1,1
31.1,0.0,31.1,31.1,85.6,0.0,85.6,85.6,0.333727,0.0,0.333727,0.333727,100.0,0.0,100.0,100.0,1,1,1,1
31.1,0.0,31.1,31.1,85.6,0.0,85.6,85.6,0.333727,0.0,0.333727,0.333727,84.0,23.10844,51.0,100.0,1,1,1,1
31.1,0.0,31.1,31.1,85.6,0.0,85.6,85.6,0.333727,0.0,0.333727,0.333727,100.0,0.0,100.0,100.0,1,1,1,1
31.1,0.0,31.1,31.1,85.6,0.0,85.6,85.6,0.359362,0.0,0.359362,0.359362,91.25,17.5,65.0,100.0,1,1,1,1
31.1,0.0,31.1,31.1,85.6,0.0,85.6,85.6,0.359362,0.0,0.359362,0.359362,100.0,0.0,100.0,100.0,1,1,1,1
31.1,0.0,31.1,31.1,85.6,0.0,85.6,85.6,0.359362,0.0,0.359362,0.359362,84.0,23.10844,51.0,100.0,1,1,1,1
31.1,0.0,31.1,31.1,85.6,0.0,85.6,85.6,0.359362,0.0,0.359362,0.359362,100.0,0.0,100.0,100.0,1,1,1,1
31.1,0.0,31.1,31.1,85.6,0.0,85.6,85.6,2.115687,0.261242,1.786169,2.451034,100.0,0.0,100.0,100.0,1,1,1,1
31.1,0.0,31.1,31.1,85.6,0.0,85.6,85.6,2.115687,0.261242,1.786169,2.451034,84.0,23.10844,51.0,100.0,1,1,1,1
31.1,0.0,31.1,31.1,85.6,0.0,85.6,85.6,2.115687,0.261242,1.786169,2.451034,100.0,0.0,100.0,100.0,1,1,1,1
31.1,0.0,31.1,31.1,85.6,0.0,85.6,85.6,1.047414,0.024646,0.999432,1.064519,91.25,17.5,65.0,100.0,1,1,1,1
31.1,0.0,31.1,31.1,85.6,0.0,85.6,85.6,1.047414,0.024646,0.999432,1.064519,100.0,0.0,100.0,100.0,1,1,1,1
31.1,0.0,31.1,31.1,85.6,0.0,85.6,85.6,1.047414,0.024646,0.999432,1.064519,84.0,23.10844,51.0,100.0,1,1,1,1
31.1,0.0,31.1,31.1,85.6,0.0,85.6,85.6,2.115687,0.261242,1.786169,2.451034,91.25,17.5,65.0,100.0,1,1,1,1
31.0,0.0,31.0,31.0,84.6,0.0,84.6,84.6,0.333727,0.0,0.333727,0.333727,91.25,17.5,65.0,100.0,1,1,1,1
31.1,0.0,31.1,31.1,85.6,0.0,85.6,85.6,1.047414,0.024646,0.999432,1.064519,100.0,0.0,100.0,100.0,1,1,1,1
31.0,0.0,31.0,31.0,84.6,0.0,84.6,84.6,1.047414,0.024646,0.999432,1.064519,91.25,17.5,65.0,100.0,1,1,1,1
31.0,0.0,31.0,31.0,84.6,0.0,84.6,84.6,2.115687,0.261242,1.786169,2.451034,100.0,0.0,100.0,100.0,1,1,1,1
31.0,0.0,31.0,31.0,84.6,0.0,84.6,84.6,2.115687,0.261242,1.786169,2.451034,84.0,23.10844,51.0,100.0,1,1,1,1
31.0,0.0,31.0,31.0,84.6,0.0,84.6,84.6,2.115687,0.261242,1.786169,2.451034,100.0,0.0,100.0,100.0,1,1,1,1
31.0,0.0,31.0,31.0,84.6,0.0,84.6,84.6,0.359362,0.0,0.359362,0.359362,100.0,0.0,100.0,100.0,1,1,1,1
31.0,0.0,31.0,31.0,84.6,0.0,84.6,84.6,2.115687,0.261242,1.786169,2.451034,91.25,17.5,65.0,100.0,1,1,1,1
31.0,0.0,31.0,31.0,84.6,0.0,84.6,84.6,0.359362,0.0,0.359362,0.359362,100.0,0.0,100.0,100.0,1,1,1,1
31.0,0.0,31.0,31.0,84.6,0.0,84.6,84.6,1.047414,0.024646,0.999432,1.064519,100.0,0.0,100.0,100.0,1,1,1,1
31.0,0.0,31.0,31.0,84.6,0.0,84.6,84.6,0.359362,0.0,0.359362,0.359362,91.25,17.5,65.0,100.0,1,1,1,1
31.0,0.0,31.0,31.0,84.6,0.0,84.6,84.6,0.333727,0.0,0.333727,0.333727,100.0,0.0,100.0,100.0,1,1,1,1
31.0,0.0,31.0,31.0,84.6,0.0,84.6,84.6,0.333727,0.0,0.333727,0.333727,84.0,23.10844,51.0,100.0,1,1,1,1
31.0,0.0,31.0,31.0,84.6,0.0,84.6,84.6,0.333727,0.0,0.333727,0.333727,100.0,0.0,100.0,100.0,1,1,1,1
31.0,0.0,31.0,31.0,84.6,0.0,84.6,84.6,0.359362,0.0,0.359362,0.359362,84.0,23.10844,51.0,100.0,1,1,1,1
31.0,0.0,31.0,31.0,84.9,0.0,84.9,84.9,0.982384,0.160191,0.74428,1.268801,92.0,16.0,68.0,100.0,1,1,1,1
31.0,0.0,31.0,31.0,84.9,0.0,84.9,84.9,1.142865,0.495857,0.544896,2.090535,66.666667,57.735027,0.0,100.0,1,1,1,1
31.0,0.0,31.0,31.0,84.9,0.0,84.9,84.9,1.142865,0.495857,0.544896,2.090535,0.0,0.0,0.0,0.0,1,1,1,1
31.0,0.0,31.0,31.0,84.9,0.0,84.9,84.9,0.982384,0.160191,0.74428,1.268801,75.0,50.0,0.0,100.0,1,1,1,1
31.0,0.0,31.0,31.0,84.9,0.0,84.9,84.9,0.982384,0.160191,0.74428,1.268801,66.666667,57.735027,0.0,100.0,1,1,1,1
31.0,0.0,31.0,31.0,84.9,0.0,84.9,84.9,0.290816,0.0,0.290816,0.290816,92.0,16.0,68.0,100.0,1,1,1,1
31.0,0.0,31.0,31.0,84.9,0.0,84.9,84.9,0.333727,0.0,0.333727,0.333727,75.0,50.0,0.0,100.0,1,1,1,1
